showrange,movienm,moviecd,audicnt,showcnt,salesacc,audiacc
20190206~20190206,드래곤 길들이기 3,20186261,117834,1918,7915216636,941543
20190206~20190206,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,54313,1037,3463657240,440236
20190206~20190206,레고 무비2,20185444,23045,675,208457420,25574
20190206~20190206,말모이,20184105,12231,286,23696798280,2829314
20190206~20190206,그린 북,20184574,6652,124,2280429224,260139
20190206~20190206,러브 유어셀프 인 서울,20185124,6455,95,2943663400,315771
20190206~20190206,가버나움,20184896,6168,129,600484826,71098
20190207~20190207,극한직업,20182530,460448,8509,95205041223,10992805
20190207~20190207,알리타: 배틀 엔젤,20188282,119475,3905,6668208520,678868
20190207~20190207,뺑반,20180868,61925,2415,12577880367,1516473
20190207~20190207,드래곤 길들이기 3,20186261,38600,1740,8213566926,980143
20190207~20190207,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,8591,618,3525561150,448827
20190207~20190207,레고 무비2,20185444,5639,603,248353980,31213
20190207~20190207,러브 유어셀프 인 서울,20185124,3520,71,2978383400,319291
20190207~20190207,말모이,20184105,3419,252,23723755180,2832733
20190207~20190207,가버나움,20184896,3110,137,625033476,74208
20190207~20190207,그린 북,20184574,2755,119,2302678754,262894
20190208~20190208,극한직업,20182530,409794,8784,98819370557,11402599
20190208~20190208,알리타: 배틀 엔젤,20188282,114672,4039,7784691194,793540
20190208~20190208,뺑반,20180868,53774,2344,13050479313,1570247
20190208~20190208,드래곤 길들이기 3,20186261,35556,1651,8511632186,1015699
20190208~20190208,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,7492,584,3581804480,456319
20190208~20190208,레고 무비2,20185444,5610,538,291130570,36823
20190208~20190208,기묘한 가족,20174169,5271,22,97521000,13136
20190208~20190208,말모이,20184105,3895,260,23756733980,2836628
20190208~20190208,러브 유어셀프 인 서울,20185124,3641,70,3014534400,322932
20190208~20190208,가버나움,20184896,3042,126,651302806,77250
20190209~20190209,극한직업,20182530,776215,9526,105608338872,12178814
20190209~20190209,알리타: 배틀 엔젤,20188282,247117,4268,10151514809,1040657
20190209~20190209,뺑반,20180868,86771,2195,13807722938,1657018
20190209~20190209,드래곤 길들이기 3,20186261,82465,1573,9193204836,1098164
20190209~20190209,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,33522,669,3843422210,489841
20190209~20190209,레고 무비2,20185444,16994,563,424041500,53817
20190209~20190209,러브 유어셀프 인 서울,20185124,9454,72,3109627400,332386
20190209~20190209,말모이,20184105,6466,291,23815557390,2843094
20190209~20190209,그린 북,20184574,5592,120,2378724884,271481
20190209~20190209,가버나움,20184896,5302,129,698083136,82552
20190210~20190210,극한직업,20182530,660049,9392,111351109972,12838863
20190210~20190210,알리타: 배틀 엔젤,20188282,216214,4158,12197999079,1256871
20190210~20190210,드래곤 길들이기 3,20186261,82872,1573,9878734766,1181036
20190210~20190210,뺑반,20180868,75176,2093,14463454278,1732194
20190210~20190210,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,33390,686,4105312100,523231
20190210~20190210,레고 무비2,20185444,17213,533,558927960,71030
20190210~20190210,러브 유어셀프 인 서울,20185124,9980,71,3209682900,342366
20190210~20190210,그린 북,20184574,5926,127,2431176674,277407
20190210~20190210,말모이,20184105,5642,287,23866802370,2848736
20190210~20190210,가버나움,20184896,5235,140,743239486,87787
20190211~20190211,극한직업,20182530,214339,8681,113064838932,13053202
20190211~20190211,알리타: 배틀 엔젤,20188282,66011,4047,12783675939,1322882
20190211~20190211,뺑반,20180868,29614,2148,14702111448,1761808
20190211~20190211,드래곤 길들이기 3,20186261,23346,1498,10057156906,1204382
20190211~20190211,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,3425,426,4129106360,526656
20190211~20190211,레고 무비2,20185444,2764,410,578047220,73794
20190211~20190211,말모이,20184105,2627,269,23886287120,2851363
20190211~20190211,가버나움,20184896,2292,136,761360216,90079
20190211~20190211,그린 북,20184574,1929,114,2446811634,279336
20190211~20190211,콜드 워,20195790,1196,84,96880400,11284
20190212~20190212,극한직업,20182530,198064,8617,114623790762,13251266
20190212~20190212,알리타: 배틀 엔젤,20188282,63473,4010,13330099149,1386355
20190212~20190212,뺑반,20180868,28998,2137,14931373718,1790806
20190212~20190212,드래곤 길들이기 3,20186261,25083,1510,10244812266,1229465
20190212~20190212,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,4752,460,4159897370,531408
20190212~20190212,가버나움,20184896,4446,166,794773346,94525
20190212~20190212,레고 무비2,20185444,4116,432,605860270,77910
20190212~20190212,그린 북,20184574,2592,125,2467028094,281928
20190212~20190212,말모이,20184105,2550,264,23905393320,2853913
20190212~20190212,증인,20185881,2262,25,330692260,36025
20190213~20190213,극한직업,20182530,172086,6439,115981192982,13423352
20190213~20190213,증인,20185881,81424,3833,964073910,117449
20190213~20190213,알리타: 배틀 엔젤,20188282,48230,2679,13763624039,1434585
20190213~20190213,기묘한 가족,20174169,42736,2741,443839900,57358
20190213~20190213,드래곤 길들이기 3,20186261,16226,809,10364886076,1245691
20190213~20190213,뺑반,20180868,11793,879,15025055678,1802599
20190213~20190213,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,3272,211,4180404430,534680
20190213~20190213,신밧드와 마법 양탄자,20196404,3056,234,18889600,3097
20190213~20190213,가버나움,20184896,2167,124,811563896,96692
20190213~20190213,그린 북,20184574,1767,90,2481195144,283695
20190214~20190214,극한직업,20182530,167585,5217,117302799482,13590937
20190214~20190214,증인,20185881,85900,3339,1633640920,203349
20190214~20190214,해피 데스데이 2 유,20195915,72440,2477,574640090,72654
20190214~20190214,알리타: 배틀 엔젤,20188282,40088,1862,14135715689,1474673
20190214~20190214,기묘한 가족,20174169,36571,2123,728199900,93929
20190214~20190214,명탐정 코난:전율의 악보,20162003,27534,426,204814600,28146
20190214~20190214,메리 포핀스 리턴즈,20184888,27117,1445,225515590,28309
20190214~20190214,드래곤 길들이기 3,20186261,12920,498,10456654826,1258611
20190214~20190214,드래곤볼 슈퍼: 브로리,20195984,7720,302,64147890,8111
20190214~20190214,뺑반,20180868,5088,347,15065727778,1807687
20190215~20190215,극한직업,20182530,191503,5451,118942697743,13782440
20190215~20190215,증인,20185881,98609,3477,2467140368,301958
20190215~20190215,해피 데스데이 2 유,20195915,57716,2516,1070508140,130370
20190215~20190215,알리타: 배틀 엔젤,20188282,45876,1849,14592364728,1520549
20190215~20190215,기묘한 가족,20174169,29956,2004,979300041,123885
20190215~20190215,메리 포핀스 리턴즈,20184888,22072,1406,409459580,50381
20190215~20190215,드래곤 길들이기 3,20186261,13649,523,10561088716,1272260
20190215~20190215,명탐정 코난:전율의 악보,20162003,12279,410,303013200,40425
20190215~20190215,드래곤볼 슈퍼: 브로리,20195984,4501,293,104856080,12612
20190215~20190215,신밧드와 마법 양탄자,20196404,4446,244,69439330,11240
20190216~20190216,극한직업,20182530,405476,6016,122413156766,14187916
20190216~20190216,증인,20185881,209875,3710,4245933261,511833
20190216~20190216,알리타: 배틀 엔젤,20188282,104037,1875,15627687474,1624586
20190216~20190216,해피 데스데이 2 유,20195915,86488,2499,1812284890,216858
20190216~20190216,기묘한 가족,20174169,49596,1753,1397579995,173481
20190216~20190216,메리 포핀스 리턴즈,20184888,43130,1361,772962560,93511
20190216~20190216,드래곤 길들이기 3,20186261,35909,707,10843981906,1308169
20190216~20190216,명탐정 코난:전율의 악보,20162003,22683,410,482288700,63108
20190216~20190216,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,8716,213,4278216120,547873
20190216~20190216,드래곤볼 슈퍼: 브로리,20195984,8084,298,176562880,20696
20190217~20190217,극한직업,20182530,348325,5916,125395819566,14536241
20190217~20190217,증인,20185881,225305,3788,6162844901,737138
20190217~20190217,알리타: 배틀 엔젤,20188282,93432,1906,16540799454,1718018
20190217~20190217,해피 데스데이 2 유,20195915,71284,2245,2427006290,288142
20190217~20190217,기묘한 가족,20174169,42773,1651,1758999795,216254
20190217~20190217,드래곤 길들이기 3,20186261,39505,764,11156996106,1347674
20190217~20190217,메리 포핀스 리턴즈,20184888,36980,1275,1082107740,130491
20190217~20190217,명탐정 코난:전율의 악보,20162003,20268,408,643364000,83376
20190217~20190217,극장판 헬로카봇: 옴파로스 섬의 비밀,20185478,10271,225,4360476320,558144
20190217~20190217,드래곤볼 슈퍼: 브로리,20195984,7034,291,238535780,27730
20190218~20190218,극한직업,20182530,114307,5461,126299901246,14650548
20190218~20190218,증인,20185881,94251,3822,6903504471,831389
20190218~20190218,알리타: 배틀 엔젤,20188282,29618,1911,16811483094,1747636
20190218~20190218,해피 데스데이 2 유,20195915,29529,2096,2664130350,317671
20190218~20190218,기묘한 가족,20174169,14066,1521,1868314865,230320
20190218~20190218,메리 포핀스 리턴즈,20184888,13657,1191,1186761860,144148
20190218~20190218,드래곤 길들이기 3,20186261,11869,617,11242004176,1359543
20190218~20190218,명탐정 코난:전율의 악보,20162003,5377,325,682966400,88753
20190218~20190218,드래곤볼 슈퍼: 브로리,20195984,2711,271,260396730,30441
20190218~20190218,신밧드와 마법 양탄자,20196404,2237,206,172090140,25072
20190219~20190219,증인,20185881,116432,3981,7711670811,947821
20190219~20190219,극한직업,20182530,114270,5431,127202173896,14764818
20190219~20190219,알리타: 배틀 엔젤,20188282,30226,1875,17091359834,1777862
20190219~20190219,해피 데스데이 2 유,20195915,25667,1986,2869108190,343338
20190219~20190219,기묘한 가족,20174169,15585,1524,1989917465,245905
20190219~20190219,메리 포핀스 리턴즈,20184888,14203,1162,1294346490,158351
20190219~20190219,드래곤 길들이기 3,20186261,12901,638,11333198876,1372444
20190219~20190219,명탐정 코난:전율의 악보,20162003,4723,307,717950800,93476
20190219~20190219,해리포터와 비밀의 방,20020222,3892,34,39104000,4004
20190219~20190219,사바하,20177539,3198,23,69302100,7173
20190220~20190220,사바하,20177539,184517,5881,1507351110,191690
20190220~20190220,극한직업,20182530,91845,3673,127922179146,14856663
20190220~20190220,증인,20185881,80798,3097,8335053261,1028619
20190220~20190220,콜드 체이싱,20185576,19775,1433,156125290,20062
20190220~20190220,해리포터와 비밀의 방,20020222,15433,203,159962500,19437
20190220~20190220,알리타: 배틀 엔젤,20188282,15056,834,17210064614,1792918
20190220~20190220,신데렐라:마법 반지의 비밀,20195743,14382,519,136668860,18768
20190220~20190220,해피 데스데이 2 유,20195915,11279,777,2958373180,354617
20190220~20190220,메리 포핀스 리턴즈,20184888,7646,454,1352665890,165997
20190220~20190220,드래곤 길들이기 3,20186261,7457,257,11384250816,1379901
20190221~20190221,사바하,20177539,144986,5725,2672763940,336676
20190221~20190221,극한직업,20182530,82354,3546,128571839396,14939017
20190221~20190221,증인,20185881,77606,3142,8934514571,1106225
20190221~20190221,신데렐라:마법 반지의 비밀,20195743,15342,541,240878630,34110
20190221~20190221,해리포터와 비밀의 방,20020222,13537,199,266403500,32974
20190221~20190221,알리타: 배틀 엔젤,20188282,13508,749,17317241394,1806426
20190221~20190221,콜드 체이싱,20185576,13161,1246,257647910,33223
20190221~20190221,해피 데스데이 2 유,20195915,8629,628,3027241300,363246
20190221~20190221,드래곤 길들이기 3,20186261,7196,250,11434420636,1387097
20190221~20190221,메리 포핀스 리턴즈,20184888,6798,368,1404359840,172795
20190222~20190222,사바하,20177539,177329,5771,4212962067,514005
20190222~20190222,극한직업,20182530,93652,3644,129376351206,15032669
20190222~20190222,증인,20185881,90479,3447,9688762221,1196704
20190222~20190222,신데렐라:마법 반지의 비밀,20195743,18481,647,378499920,52591
20190222~20190222,알리타: 배틀 엔젤,20188282,16460,771,17458968172,1822886
20190222~20190222,해리포터와 비밀의 방,20020222,13715,203,393922500,46689
20190222~20190222,콜드 체이싱,20185576,11867,1137,359276612,45090
20190222~20190222,해피 데스데이 2 유,20195915,8453,576,3100264309,371699
20190222~20190222,드래곤 길들이기 3,20186261,8298,294,11496750076,1395395
20190222~20190222,메리 포핀스 리턴즈,20184888,6195,357,1454804170,178990
20190223~20190223,사바하,20177539,348834,5685,7258255293,862839
20190223~20190223,극한직업,20182530,199025,3795,131098502556,15231694
20190223~20190223,증인,20185881,187720,4008,11267565771,1384424
20190223~20190223,신데렐라:마법 반지의 비밀,20195743,40730,986,691250120,93321
20190223~20190223,알리타: 배틀 엔젤,20188282,32998,778,17767852347,1855884
20190223~20190223,콜드 체이싱,20185576,17615,931,510917807,62705
20190223~20190223,드래곤 길들이기 3,20186261,17185,443,11631641606,1412580
20190223~20190223,해리포터와 비밀의 방,20020222,17148,213,554081000,63837
20190223~20190223,해피 데스데이 2 유,20195915,11100,481,3194980620,382799
20190223~20190223,메리 포핀스 리턴즈,20184888,11000,363,1548276940,189990
20190224~20190224,사바하,20177539,313336,5576,9995969613,1176175
20190224~20190224,극한직업,20182530,185583,3751,132701663676,15417277
20190224~20190224,증인,20185881,175832,3907,12751447311,1560256
20190224~20190224,신데렐라:마법 반지의 비밀,20195743,39830,1013,1000334890,133151
20190224~20190224,알리타: 배틀 엔젤,20188282,29462,751,18035276097,1885346
20190224~20190224,드래곤 길들이기 3,20186261,18137,445,11774692016,1430717
20190224~20190224,콜드 체이싱,20185576,15598,883,645085987,78303
20190224~20190224,해리포터와 비밀의 방,20020222,15464,201,695995000,79301
20190224~20190224,더 페이버릿: 여왕의 여자,20180937,10029,190,346640010,39505
20190224~20190224,해피 데스데이 2 유,20195915,9598,471,3277406870,392397
20190225~20190225,사바하,20177539,119778,5320,10961931433,1295953
20190225~20190225,증인,20185881,67363,3741,13274521261,1627619
20190225~20190225,극한직업,20182530,65055,3580,133217064236,15482332
20190225~20190225,신데렐라:마법 반지의 비밀,20195743,19068,770,1132028810,152219
20190225~20190225,알리타: 배틀 엔젤,20188282,10083,759,18115800887,1895429
20190225~20190225,드래곤 길들이기 3,20186261,8634,386,11835122246,1439351
20190225~20190225,해리포터와 비밀의 방,20020222,7600,191,756428000,86901
20190225~20190225,더 페이버릿: 여왕의 여자,20180937,6471,210,398733650,45976
20190225~20190225,콜드 체이싱,20185576,6281,865,693920247,84584
20190225~20190225,해피 데스데이 2 유,20195915,5746,483,3323115690,398143
20190226~20190226,사바하,20177539,106800,5281,11816679713,1402753
20190226~20190226,증인,20185881,67934,3739,13795938661,1695553
20190226~20190226,극한직업,20182530,61140,3577,133696227666,15543472
20190226~20190226,신데렐라:마법 반지의 비밀,20195743,21893,789,1281758450,174112
20190226~20190226,알리타: 배틀 엔젤,20188282,11831,762,18206892767,1907260
20190226~20190226,드래곤 길들이기 3,20186261,10401,398,11906691426,1449752
20190226~20190226,더 페이버릿: 여왕의 여자,20180937,8122,218,462857030,54098
20190226~20190226,해리포터와 비밀의 방,20020222,7034,192,812366500,93935
20190226~20190226,메리 포핀스 리턴즈,20184888,5886,352,1708907660,210214
20190226~20190226,콜드 체이싱,20185576,5721,842,737660667,90305
20190227~20190227,사바하,20177539,167791,3693,12810855313,1570544
20190227~20190227,증인,20185881,138913,2909,14593703011,1834466
20190227~20190227,항거:유관순 이야기,20196601,99754,2861,609226750,102744
20190227~20190227,극한직업,20182530,89179,2524,134238411316,15632651
20190227~20190227,자전차왕 엄복동,20176442,43408,2278,321850050,51124
20190227~20190227,어쩌다, 결혼,20195791,22216,1408,141349770,23239
20190227~20190227,신데렐라:마법 반지의 비밀,20195743,16135,464,1391829530,190247
20190227~20190227,더 페이버릿: 여왕의 여자,20180937,9798,181,524452670,63896
20190227~20190227,해리포터와 비밀의 방,20020222,8661,195,876556000,102596
20190227~20190227,알리타: 배틀 엔젤,20188282,7721,261,18254077957,1914981
20190228~20190228,사바하,20177539,106839,3798,13659561493,1677383
20190228~20190228,항거:유관순 이야기,20196601,82232,3113,1227616030,184976
20190228~20190228,증인,20185881,81279,3117,15214994861,1915745
20190228~20190228,극한직업,20182530,66832,2548,134761094176,15699483
20190228~20190228,자전차왕 엄복동,20176442,22126,2066,488802950,73250
20190228~20190228,신데렐라:마법 반지의 비밀,20195743,16434,507,1505327510,206681
20190228~20190228,어쩌다, 결혼,20195791,13602,1347,246803430,36841
20190228~20190228,슈퍼미니 2,20196585,8047,377,126777320,17899
20190228~20190228,드래곤 길들이기 3,20186261,7737,209,12007765356,1464741
20190228~20190228,더 페이버릿: 여왕의 여자,20180937,7086,191,581237120,70982
20190301~20190301,항거:유관순 이야기,20196601,262491,4108,3422712701,447467
20190301~20190301,사바하,20177539,186751,3907,15314268324,1864134
20190301~20190301,증인,20185881,148186,3446,16487094461,2063931
20190301~20190301,극한직업,20182530,134879,2532,135951428146,15834362
20190301~20190301,자전차왕 엄복동,20176442,35351,1603,784790060,108601
20190301~20190301,신데렐라:마법 반지의 비밀,20195743,26834,717,1714324320,233515
20190301~20190301,어쩌다, 결혼,20195791,14964,972,376333849,51805
20190301~20190301,드래곤 길들이기 3,20186261,14474,262,12120969306,1479215
20190301~20190301,더 페이버릿: 여왕의 여자,20180937,13111,247,697464070,84093
20190301~20190301,슈퍼미니 2,20196585,11459,452,218416980,29358
20190302~20190302,항거:유관순 이야기,20196601,189038,4364,5024488591,636505
20190302~20190302,사바하,20177539,162038,3780,16762293684,2026172
20190302~20190302,증인,20185881,127417,3449,17595562751,2191348
20190302~20190302,극한직업,20182530,112618,2580,136956774536,15946980
20190302~20190302,자전차왕 엄복동,20176442,24981,1365,994751490,133582
20190302~20190302,신데렐라:마법 반지의 비밀,20195743,18739,726,1860641310,252254
20190302~20190302,더 페이버릿: 여왕의 여자,20180937,11912,262,802892290,96005
20190302~20190302,어쩌다, 결혼,20195791,11680,836,478745409,63485
20190302~20190302,그린 북,20184574,10469,204,2919846261,335490
20190302~20190302,드래곤 길들이기 3,20186261,10445,281,12204008006,1489660
20190303~20190303,항거:유관순 이야기,20196601,154533,4310,6333273121,791038
20190303~20190303,사바하,20177539,122329,3626,17856009134,2148501
20190303~20190303,증인,20185881,97042,3355,18440073831,2288390
20190303~20190303,극한직업,20182530,82814,2522,137696466156,16029794
20190303~20190303,자전차왕 엄복동,20176442,20748,1256,1167935450,154330
20190303~20190303,신데렐라:마법 반지의 비밀,20195743,15065,697,1979457140,267319
20190303~20190303,드래곤 길들이기 3,20186261,9099,280,12277016306,1498759
20190303~20190303,더 페이버릿: 여왕의 여자,20180937,8911,255,882039140,104916
20190303~20190303,그린 북,20184574,8146,207,2991807071,343636
20190303~20190303,어쩌다, 결혼,20195791,7342,768,541177479,70827
20190304~20190304,항거:유관순 이야기,20196601,44117,3877,6682905091,835155
20190304~20190304,사바하,20177539,37179,3339,18162010704,2185680
20190304~20190304,증인,20185881,27595,3005,18660056291,2315985
20190304~20190304,극한직업,20182530,26877,2418,137915029916,16056671
20190304~20190304,자전차왕 엄복동,20176442,5959,1043,1211945740,160289
20190304~20190304,더 페이버릿: 여왕의 여자,20180937,4268,260,915692660,109184
20190304~20190304,그린 북,20184574,3254,203,3017693271,346890
20190304~20190304,신데렐라:마법 반지의 비밀,20195743,2895,347,2000479740,270214
20190304~20190304,어쩌다, 결혼,20195791,2396,611,559996759,73223
20190304~20190304,빠삐용,20195789,2176,302,245532850,30704
20190305~20190305,항거:유관순 이야기,20196601,35164,3790,6961066991,870319
20190305~20190305,사바하,20177539,33650,3315,18437014714,2219330
20190305~20190305,극한직업,20182530,25684,2405,138121347826,16082355
20190305~20190305,증인,20185881,24411,2945,18854252221,2340396
20190305~20190305,자전차왕 엄복동,20176442,5243,1027,1253020790,165532
20190305~20190305,더 페이버릿: 여왕의 여자,20180937,4055,260,947133280,113239
20190305~20190305,그린 북,20184574,3965,225,3048189711,350855
20190305~20190305,어쩌다, 결혼,20195791,2380,626,578566649,75603
20190305~20190305,칠곡 가시나들,20185350,2073,216,237404000,27480
20190305~20190305,빠삐용,20195789,2055,295,261466850,32759
20190306~20190306,캡틴 마블,20181877,461134,11021,3967290530,461758
20190306~20190306,항거:유관순 이야기,20196601,20715,1906,7124349041,891034
20190306~20190306,사바하,20177539,15911,1444,18569271394,2235241
20190306~20190306,증인,20185881,15115,1607,18974422551,2355511
20190306~20190306,극한직업,20182530,12235,902,138218864236,16094590
20190306~20190306,돈,20176103,3999,19,34207000,3999
20190306~20190306,더 페이버릿: 여왕의 여자,20180937,3273,189,973373760,116512
20190306~20190306,그린 북,20184574,2138,123,3064982061,352993
20190306~20190306,브라더 오브 더 이어,20195943,1329,6,18954000,2106
20190306~20190306,더 와이프,20196323,1138,70,164726157,20892
20190307~20190307,캡틴 마블,20181877,312694,10954,6656595740,774452
20190307~20190307,항거:유관순 이야기,20196601,20085,1829,7280453991,911119
20190307~20190307,사바하,20177539,14538,1360,18689948204,2249779
20190307~20190307,증인,20185881,14173,1538,19087069991,2369684
20190307~20190307,극한직업,20182530,12010,884,138314837756,16106600
20190307~20190307,더 페이버릿: 여왕의 여자,20180937,2773,159,995470720,119285
20190307~20190307,그린 북,20184574,2643,131,3083502091,355636
20190307~20190307,칠곡 가시나들,20185350,1523,171,258054500,30106
20190307~20190307,킹 오브 프리즘 -샤이니 세븐 스타즈-,20197723,1514,57,27918170,3189
20190307~20190307,돈,20176103,1334,8,42211000,5333
20190308~20190308,캡틴 마블,20181877,413068,11220,10532903881,1187520
20190308~20190308,항거:유관순 이야기,20196601,23212,1866,7481720590,934331
20190308~20190308,사바하,20177539,18892,1401,18863652144,2268671
20190308~20190308,증인,20185881,16076,1528,19229293701,2385760
20190308~20190308,극한직업,20182530,13978,950,138439172506,16120578
20190308~20190308,더 페이버릿: 여왕의 여자,20180937,3629,175,1027149179,122914
20190308~20190308,그린 북,20184574,3098,136,3106636051,358734
20190308~20190308,칠곡 가시나들,20185350,1366,177,269776400,31472
20190308~20190308,더 와이프,20196323,1271,66,182653507,23237
20190308~20190308,질투의 역사,20183085,861,5,9439000,861
20190309~20190309,캡틴 마블,20181877,1001712,12039,19613305630,2189232
20190309~20190309,항거:유관순 이야기,20196601,54780,1789,7950337291,989111
20190309~20190309,사바하,20177539,38446,1315,19215226484,2307117
20190309~20190309,증인,20185881,35898,1420,19546211661,2421658
20190309~20190309,극한직업,20182530,28632,974,138697992996,16149210
20190309~20190309,그린 북,20184574,7293,177,3160539411,366027
20190309~20190309,리노,20177282,6960,389,61852060,8030
20190309~20190309,더 페이버릿: 여왕의 여자,20180937,5932,166,1080777950,128846
20190309~20190309,신데렐라:마법 반지의 비밀,20195743,4275,202,2048252820,276452
20190309~20190309,더 와이프,20196323,1804,63,198207667,25041
20190310~20190310,캡틴 마블,20181877,847394,11734,27208883210,3036626
20190310~20190310,항거:유관순 이야기,20196601,52938,1734,8404693461,1042049
20190310~20190310,증인,20185881,35633,1412,19859259001,2457291
20190310~20190310,사바하,20177539,33408,1285,19520316064,2340525
20190310~20190310,극한직업,20182530,29335,962,138963618826,16178545
20190310~20190310,리노,20177282,8459,383,128107520,16489
20190310~20190310,그린 북,20184574,6266,162,3206417281,372293
20190310~20190310,신데렐라:마법 반지의 비밀,20195743,5253,198,2090550630,281705
20190310~20190310,더 페이버릿: 여왕의 여자,20180937,4662,166,1123283330,133508
20190310~20190310,더 와이프,20196323,1843,67,213073567,26884
20190311~20190311,캡틴 마블,20181877,170529,10379,28675431730,3207155
20190311~20190311,항거:유관순 이야기,20196601,13394,1701,8511990771,1055443
20190311~20190311,극한직업,20182530,10946,1071,139051437406,16189491
20190311~20190311,증인,20185881,10735,1420,19944110171,2468026
20190311~20190311,사바하,20177539,10706,1295,19609980874,2351231
20190311~20190311,그린 북,20184574,2761,183,3225190021,375054
20190311~20190311,더 페이버릿: 여왕의 여자,20180937,2409,176,1142403730,135917
20190311~20190311,우상,20175407,2152,12,30701000,3456
20190311~20190311,돈,20176103,1620,8,53038000,6953
20190311~20190311,1919 유관순,20197483,1465,7,14921000,1660
20190312~20190312,캡틴 마블,20181877,137977,10223,29858489750,3345132
20190312~20190312,항거:유관순 이야기,20196601,13015,1666,8612276011,1068458
20190312~20190312,극한직업,20182530,11755,1073,139142158136,16201246
20190312~20190312,증인,20185881,10600,1385,20026905981,2478626
20190312~20190312,사바하,20177539,9976,1295,19693014894,2361207
20190312~20190312,이스케이프 룸,20197283,3580,15,39297000,4409
20190312~20190312,돈,20176103,3493,17,74914000,10446
20190312~20190312,그린 북,20184574,2725,177,3243570881,377779
20190312~20190312,더 페이버릿: 여왕의 여자,20180937,2347,165,1160375270,138264
20190312~20190312,우상,20175407,1472,17,45349000,4928
20190313~20190313,캡틴 마블,20181877,126639,9673,30944570030,3471771
20190313~20190313,이스케이프 룸,20197283,18779,1513,199565730,23188
20190313~20190313,항거:유관순 이야기,20196601,11665,1463,8700869511,1080123
20190313~20190313,극한직업,20182530,9226,959,139214318806,16210472
20190313~20190313,증인,20185881,8705,1184,20095421801,2487331
20190313~20190313,사바하,20177539,8076,1087,19759761994,2369283
20190313~20190313,그린 북,20184574,3232,193,3265475211,381011
20190313~20190313,더 페이버릿: 여왕의 여자,20180937,2411,180,1179520730,140675
20190313~20190313,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,20198603,1332,3,13320000,1332
20190313~20190313,악질경찰,20197846,1261,4,11357000,1261
20190314~20190314,캡틴 마블,20181877,116329,8353,31945554050,3588100
20190314~20190314,이스케이프 룸,20197283,52817,3070,644550510,76005
20190314~20190314,라스트 미션,20197356,11599,1214,101461480,12906
20190314~20190314,항거:유관순 이야기,20196601,7028,839,8753961521,1087151
20190314~20190314,돈,20176103,6239,35,132765500,16868
20190314~20190314,극한직업,20182530,5386,480,139253579576,16215858
20190314~20190314,증인,20185881,5294,656,20135732791,2492625
20190314~20190314,철벽선생,20197783,3689,742,42515500,5090
20190314~20190314,사바하,20177539,3503,439,19788714634,2372786
20190314~20190314,1919 유관순,20197483,3017,510,49482770,5945
20190315~20190315,캡틴 마블,20181877,173930,8789,33575259256,3762030
20190315~20190315,이스케이프 룸,20197283,63544,3213,1229892804,139549
20190315~20190315,라스트 미션,20197356,11572,1249,200770266,24478
20190315~20190315,항거:유관순 이야기,20196601,8213,849,8820926611,1095364
20190315~20190315,증인,20185881,5926,683,20186993481,2498551
20190315~20190315,극한직업,20182530,5416,523,139299756766,16221274
20190315~20190315,사바하,20177539,3997,462,19825177774,2376783
20190315~20190315,철벽선생,20197783,2997,675,70092700,8087
20190315~20190315,1919 유관순,20197483,2590,481,71119320,8535
20190315~20190315,그린 북,20184574,2344,135,3294533821,385028
20190316~20190316,캡틴 마블,20181877,472295,9428,37874222419,4234325
20190316~20190316,이스케이프 룸,20197283,133134,3465,2440674811,272683
20190316~20190316,돈,20176103,28293,377,391773280,45337
20190316~20190316,라스트 미션,20197356,21532,1153,390282219,46010
20190316~20190316,항거:유관순 이야기,20196601,16972,860,8961625531,1112336
20190316~20190316,극한직업,20182530,11243,568,139399687856,16232517
20190316~20190316,증인,20185881,11229,643,20284615701,2509780
20190316~20190316,숲속왕국의 꿀벌 여왕,20196723,8575,509,81658080,10213
20190316~20190316,사바하,20177539,7730,431,19894911254,2384513
20190316~20190316,그린 북,20184574,5137,133,3333338291,390165
20190317~20190317,캡틴 마블,20181877,365797,9123,41156416209,4600122
20190317~20190317,이스케이프 룸,20197283,116887,3443,3503975431,389570
20190317~20190317,돈,20176103,30127,377,665972450,75464
20190317~20190317,라스트 미션,20197356,18292,1104,549056609,64302
20190317~20190317,항거:유관순 이야기,20196601,16559,848,9098052551,1128895
20190317~20190317,극한직업,20182530,10714,567,139494525676,16243231
20190317~20190317,증인,20185881,9370,620,20365669721,2519150
20190317~20190317,숲속왕국의 꿀벌 여왕,20196723,8092,502,146928040,18305
20190317~20190317,사바하,20177539,5247,413,19942028034,2389760
20190317~20190317,그린 북,20184574,4215,130,3364679621,394380
20190318~20190318,캡틴 마블,20181877,82944,8043,41855673979,4683066
20190318~20190318,이스케이프 룸,20197283,36891,3359,3814748151,426461
