showrange,movienm,moviecd,audicnt,showcnt,salesacc,audiacc
showrange,movienm,moviecd,NULL,NULL,NULL,NULL
20190509~20190509,어벤져스: 엔드게임,20184889,110547,6393,NULL,11986726
20190509~20190509,걸캅스,20184082,74718,3434,656761710,80505
20190509~20190509,나의 특별한 형제,20185784,40725,2513,NULL,1017310
20190509~20190509,명탐정 피카츄,20198598,27354,2226,1773158510,215236
20190509~20190509,악인전,20188941,6690,34,175028600,20428
20190509~20190509,호텔 뭄바이,20185384,4897,635,105025600,14256
20190509~20190509,배심원들,20187981,4463,18,96049000,11034
20190509~20190509,뽀로로 극장판 보물섬 대모험,20198183,3007,280,NULL,672089
20190509~20190509,라플라스의 마녀,20199923,1868,199,20403100,2371
20190509~20190509,벤 이즈 백,20199949,1038,134,16177900,2247
20190510~20190510,어벤져스: 엔드게임,20184889,167809,6562,NULL,12154535
20190510~20190510,걸캅스,20184082,100549,3661,1539888743,181054
20190510~20190510,나의 특별한 형제,20185784,58107,2648,NULL,1075417
20190510~20190510,명탐정 피카츄,20198598,35044,2249,2085473387,250280
20190510~20190510,호텔 뭄바이,20185384,5316,612,151278400,19572
20190510~20190510,뽀로로 극장판 보물섬 대모험,20198183,3397,289,NULL,675486
20190510~20190510,라플라스의 마녀,20199923,1658,182,35654830,4029
20190510~20190510,벤 이즈 백,20199949,1227,132,26411880,3474
20190510~20190510,뷰티풀 보이스,20186651,895,5,11849700,1167
20190510~20190510,고양이 여행 리포트,20199623,799,121,37160580,4609
20190511~20190511,어벤져스: 엔드게임,20184889,354219,6557,NULL,12508754
20190511~20190511,걸캅스,20184082,207606,4028,NULL,388660
20190511~20190511,나의 특별한 형제,20185784,106174,2734,NULL,1181591
20190511~20190511,명탐정 피카츄,20198598,102877,2382,NULL,353157
20190511~20190511,뽀로로 극장판 보물섬 대모험,20198183,23282,674,NULL,698768
20190511~20190511,호텔 뭄바이,20185384,9178,477,232450300,28750
20190511~20190511,배심원들,20187981,6766,296,156678790,17800
20190511~20190511,벤 이즈 백,20199949,1997,124,43091540,5471
20190511~20190511,라플라스의 마녀,20199923,1817,157,51727180,5846
20190511~20190511,고양이 여행 리포트,20199623,1349,109,48862210,5958
20190512~20190512,어벤져스: 엔드게임,20184889,290778,6308,NULL,12799532
20190512~20190512,걸캅스,20184082,203308,4070,NULL,591968
20190512~20190512,명탐정 피카츄,20198598,100701,2405,NULL,453858
20190512~20190512,나의 특별한 형제,20185784,93812,2655,NULL,1275403
20190512~20190512,뽀로로 극장판 보물섬 대모험,20198183,22655,665,NULL,721423
20190512~20190512,호텔 뭄바이,20185384,8279,444,305005600,37029
20190512~20190512,배심원들,20187981,5916,277,211034320,23716
20190512~20190512,벤 이즈 백,20199949,1528,122,55775940,6999
20190512~20190512,라플라스의 마녀,20199923,1363,138,63648020,7209
20190512~20190512,고양이 여행 리포트,20199623,1203,112,59283560,7161
20190513~20190513,어벤져스: 엔드게임,20184889,82378,5771,NULL,12881910
20190513~20190513,걸캅스,20184082,73974,4185,NULL,665942
20190513~20190513,나의 특별한 형제,20185784,27915,2582,NULL,1303318
20190513~20190513,명탐정 피카츄,20198598,19083,2016,NULL,472941
20190513~20190513,호텔 뭄바이,20185384,4318,483,338764100,41347
20190513~20190513,배심원들,20187981,1795,8,227221320,25511
20190513~20190513,뽀로로 극장판 보물섬 대모험,20198183,1579,237,NULL,723002
20190513~20190513,벤 이즈 백,20199949,895,120,62394640,7894
20190513~20190513,라플라스의 마녀,20199923,592,136,68486960,7801
20190513~20190513,고양이 여행 리포트,20199623,486,104,63003760,7647
20190514~20190514,걸캅스,20184082,76544,4236,NULL,742486
20190514~20190514,어벤져스: 엔드게임,20184889,69900,5639,NULL,12951810
20190514~20190514,나의 특별한 형제,20185784,28428,2601,NULL,1331746
20190514~20190514,명탐정 피카츄,20198598,18118,1959,NULL,491059
20190514~20190514,호텔 뭄바이,20185384,4244,503,372155400,45591
20190514~20190514,어린 의뢰인,20199448,3172,17,92316000,11456
20190514~20190514,뽀로로 극장판 보물섬 대모험,20198183,1972,243,NULL,724974
20190514~20190514,배심원들,20187981,1501,16,245083520,27012
20190514~20190514,벤 이즈 백,20199949,1097,127,71190540,8991
20190514~20190514,라플라스의 마녀,20199923,717,135,75004000,8518
20190515~20190515,악인전,20188941,175397,5187,1623255570,196391
20190515~20190515,걸캅스,20184082,63999,2927,NULL,806485
20190515~20190515,어벤져스: 엔드게임,20184889,62153,3056,NULL,13013963
20190515~20190515,배심원들,20187981,25929,3049,449379740,52941
20190515~20190515,나의 특별한 형제,20185784,20174,1320,NULL,1351920
20190515~20190515,명탐정 피카츄,20198598,12982,872,NULL,504041
20190515~20190515,호텔 뭄바이,20185384,2130,251,387921100,47721
20190515~20190515,뽀로로 극장판 보물섬 대모험,20198183,1391,126,NULL,726365
20190515~20190515,생일,20183096,849,14,NULL,1195385
20190515~20190515,어린 의뢰인,20199448,726,5,98640000,12182
20190516~20190516,악인전,20188941,170543,5379,NULL,366934
20190516~20190516,어벤져스: 엔드게임,20184889,50837,2841,NULL,13064800
20190516~20190516,걸캅스,20184082,49509,2953,NULL,855994
20190516~20190516,배심원들,20187981,18893,2673,597703670,71834
20190516~20190516,나의 특별한 형제,20185784,13062,1061,NULL,1364982
20190516~20190516,명탐정 피카츄,20198598,8395,689,NULL,512436
20190516~20190516,서스페리아,20197503,4335,476,55920950,6226
20190516~20190516,교회오빠,20198597,3245,251,59868390,7395
20190516~20190516,나의 히어로 아카데미아 더 무비: 두 명의 히어로,20190270,2647,155,23047850,2902
20190516~20190516,호텔 뭄바이,20185384,1717,233,401275200,49438
20190517~20190517,악인전,20188941,217575,5891,NULL,584509
20190517~20190517,어벤져스: 엔드게임,20184889,73269,2894,NULL,13138069
20190517~20190517,걸캅스,20184082,70771,3324,NULL,926765
20190517~20190517,배심원들,20187981,25859,2368,800630830,97693
20190517~20190517,나의 특별한 형제,20185784,14961,1077,NULL,1379943
20190517~20190517,명탐정 피카츄,20198598,12485,761,NULL,524921
20190517~20190517,서스페리아,20197503,4095,439,95808700,10321
20190517~20190517,교회오빠,20198597,3874,263,94063570,11269
20190517~20190517,호텔 뭄바이,20185384,2499,247,422797200,51937
20190517~20190517,나의 히어로 아카데미아 더 무비: 두 명의 히어로,20190270,1590,137,36896310,4492
20190518~20190518,악인전,20188941,454993,6571,NULL,1039502
20190518~20190518,어벤져스: 엔드게임,20184889,169574,3024,NULL,13307643
20190518~20190518,걸캅스,20184082,157612,3585,NULL,1084377
20190518~20190518,명탐정 피카츄,20198598,52856,1158,NULL,577777
20190518~20190518,배심원들,20187981,47395,1903,1184302760,145088
20190518~20190518,나의 특별한 형제,20185784,26837,1003,NULL,1406780
20190518~20190518,뽀로로 극장판 보물섬 대모험,20198183,11053,293,NULL,739673
20190518~20190518,서스페리아,20197503,5361,379,147434010,15682
20190518~20190518,교회오빠,20198597,4963,267,138086600,16232
20190518~20190518,호텔 뭄바이,20185384,4616,224,463444900,56553
20190519~20190519,악인전,20188941,440790,6503,NULL,1480292
20190519~20190519,어벤져스: 엔드게임,20184889,145997,2971,NULL,13453640
20190519~20190519,걸캅스,20184082,143448,3479,NULL,1227825
20190519~20190519,명탐정 피카츄,20198598,57351,1175,NULL,635128
20190519~20190519,배심원들,20187981,47090,1789,1565578240,192178
20190519~20190519,나의 특별한 형제,20185784,24011,941,NULL,1430791
20190519~20190519,뽀로로 극장판 보물섬 대모험,20198183,12835,317,NULL,752508
20190519~20190519,교회오빠,20198597,5574,241,188033250,21806
20190519~20190519,호텔 뭄바이,20185384,4610,223,504258400,61163
20190519~20190519,서스페리아,20197503,4002,337,185191770,19684
20190520~20190520,악인전,20188941,165587,6250,NULL,1645879
20190520~20190520,어벤져스: 엔드게임,20184889,41642,2668,NULL,13495282
20190520~20190520,걸캅스,20184082,41314,3341,NULL,1269139
20190520~20190520,배심원들,20187981,20411,1815,1712217970,212589
20190520~20190520,나의 특별한 형제,20185784,6865,901,NULL,1437656
20190520~20190520,명탐정 피카츄,20198598,6808,720,NULL,641936
20190520~20190520,교회오빠,20198597,3380,279,214733650,25186
20190520~20190520,어린 의뢰인,20199448,3265,14,140224000,16858
20190520~20190520,서스페리아,20197503,2277,332,204461410,21961
20190520~20190520,호텔 뭄바이,20185384,1782,237,517994700,62945
20190521~20190521,악인전,20188941,138829,6234,NULL,1784708
20190521~20190521,걸캅스,20184082,39012,3322,NULL,1308151
20190521~20190521,어벤져스: 엔드게임,20184889,36047,2644,NULL,13531329
20190521~20190521,배심원들,20187981,14973,1804,1831844040,227562
20190521~20190521,나의 특별한 형제,20185784,6670,895,NULL,1444326
20190521~20190521,명탐정 피카츄,20198598,6181,698,NULL,648117
20190521~20190521,교회오빠,20198597,4887,293,252264860,30073
20190521~20190521,호텔 뭄바이,20185384,3030,241,540335100,65975
20190521~20190521,서스페리아,20197503,2256,325,223584740,24217
20190521~20190521,물의 기억,20190725,1638,145,60020980,10353
20190522~20190522,악인전,20188941,130018,6040,NULL,1914726
20190522~20190522,걸캅스,20184082,38840,3072,NULL,1346991
20190522~20190522,어벤져스: 엔드게임,20184889,35466,2205,NULL,13566795
20190522~20190522,어린 의뢰인,20199448,21262,2838,311481420,38338
20190522~20190522,배심원들,20187981,10172,1106,1911370890,237734
20190522~20190522,나의 특별한 형제,20185784,5800,583,NULL,1450126
20190522~20190522,명탐정 피카츄,20198598,5548,512,NULL,653665
20190522~20190522,교회오빠,20198597,3231,199,277601370,33304
20190522~20190522,물의 기억,20190725,1459,100,67833280,11812
20190522~20190522,알라딘,20183867,1394,5,24147300,2318
20190523~20190523,악인전,20188941,114460,4690,NULL,2029186
20190523~20190523,알라딘,20183867,72736,4265,640791760,75054
20190523~20190523,걸캅스,20184082,26047,1745,NULL,1373038
20190523~20190523,어벤져스: 엔드게임,20184889,22425,1103,NULL,13589220
20190523~20190523,더 보이,20199822,17628,1712,150369870,18029
20190523~20190523,어린 의뢰인,20199448,16343,2459,442026590,54681
20190523~20190523,배심원들,20187981,4718,458,1947711340,242452
20190523~20190523,나의 특별한 형제,20185784,3464,148,NULL,1453590
20190523~20190523,교회오빠,20198597,2502,89,296994950,35806
20190523~20190523,명탐정 피카츄,20198598,1734,153,NULL,655399
20190524~20190524,악인전,20188941,153861,5030,NULL,2183047
20190524~20190524,알라딘,20183867,109949,4420,1656921403,185003
20190524~20190524,걸캅스,20184082,35502,1816,NULL,1408540
20190524~20190524,어벤져스: 엔드게임,20184889,31296,1185,NULL,13620516
20190524~20190524,어린 의뢰인,20199448,22038,2356,630934893,76719
20190524~20190524,더 보이,20199822,15552,1609,290084417,33581
20190524~20190524,배심원들,20187981,6842,476,1997736280,249294
20190524~20190524,나의 특별한 형제,20185784,3642,164,NULL,1457232
20190524~20190524,명탐정 피카츄,20198598,2748,170,NULL,658147
20190524~20190524,교회오빠,20198597,2596,97,319797160,38402
20190525~20190525,알라딘,20183867,330019,5311,NULL,515022
20190525~20190525,악인전,20188941,306559,5561,NULL,2489606
20190525~20190525,어벤져스: 엔드게임,20184889,69510,1328,NULL,13690026
20190525~20190525,걸캅스,20184082,69084,1755,NULL,1477624
20190525~20190525,어린 의뢰인,20199448,37403,1968,957806020,114122
20190525~20190525,더 보이,20199822,20510,1303,475417500,54091
20190525~20190525,명탐정 피카츄,20198598,10997,293,NULL,669144
20190525~20190525,배심원들,20187981,10402,417,2084801520,259696
20190525~20190525,언더 더 씨2,20190261,4574,314,45362310,6247
20190525~20190525,교회오빠,20198597,4254,106,357072920,42656
20190526~20190526,알라딘,20183867,358995,5390,NULL,874017
20190526~20190526,악인전,20188941,272310,5438,NULL,2761916
20190526~20190526,걸캅스,20184082,60541,1695,NULL,1538165
20190526~20190526,어벤져스: 엔드게임,20184889,58990,1278,NULL,13749016
20190526~20190526,어린 의뢰인,20199448,35946,1832,1271321160,150068
20190526~20190526,더 보이,20199822,17519,1184,634174840,71610
20190526~20190526,명탐정 피카츄,20198598,11276,305,NULL,680420
20190526~20190526,배심원들,20187981,10574,411,NULL,270270
20190526~20190526,해피타임 스파이,20199954,5700,95,18954490,8491
20190526~20190526,교회오빠,20198597,5280,109,402812480,47936
20190527~20190527,알라딘,20183867,109658,4663,NULL,983675
20190527~20190527,악인전,20188941,109292,5252,NULL,2871208
20190527~20190527,어벤져스: 엔드게임,20184889,21943,1227,NULL,13770959
20190527~20190527,걸캅스,20184082,21330,1785,NULL,1559495
20190527~20190527,어린 의뢰인,20199448,12882,1805,1375057910,162950
20190527~20190527,더 보이,20199822,6619,1134,689325210,78229
20190527~20190527,배심원들,20187981,3397,420,NULL,273667
20190527~20190527,교회오빠,20198597,2758,135,424304600,50694
20190527~20190527,명탐정 피카츄,20198598,1215,142,NULL,681635
20190527~20190527,시민 노무현,20191141,1126,216,79420450,9616
20190528~20190528,알라딘,20183867,108339,4677,NULL,1092014
20190528~20190528,악인전,20188941,79529,5176,NULL,2950737
20190528~20190528,어벤져스: 엔드게임,20184889,18890,1205,NULL,13789849
20190528~20190528,걸캅스,20184082,17900,1733,NULL,1577395
20190528~20190528,어린 의뢰인,20199448,12214,1761,1474138490,175164
20190528~20190528,더 보이,20199822,5621,1074,736126310,83850
20190528~20190528,기생충,20183782,3957,16,38384000,4264
20190528~20190528,배심원들,20187981,3321,414,NULL,276988
20190528~20190528,교회오빠,20198597,2948,143,447095070,53642
20190528~20190528,천로역정: 천국을 찾아서,20190273,2265,15,40963500,5844
20190529~20190529,알라딘,20183867,245992,4460,NULL,1338006
20190529~20190529,악인전,20188941,133307,4671,NULL,3084044
20190529~20190529,고질라: 킹 오브 몬스터,20184865,88996,3828,648300780,92635
20190529~20190529,0.0MHz,20188144,31078,1043,214496300,33454
20190529~20190529,걸캅스,20184082,26423,1185,NULL,1603818
20190529~20190529,어벤져스: 엔드게임,20184889,15369,525,NULL,13805218
20190529~20190529,어린 의뢰인,20199448,10389,762,1536784470,185553
20190529~20190529,기생충,20183782,5598,25,98437000,9862
20190529~20190529,더 보이,20199822,3132,367,758721060,86982
20190529~20190529,배심원들,20187981,2672,94,NULL,279660
20190530~20190530,기생충,20183782,568092,8262,NULL,577954
20190530~20190530,알라딘,20183867,74962,2493,NULL,1412968
20190530~20190530,악인전,20188941,37397,2272,NULL,3121441
20190530~20190530,고질라: 킹 오브 몬스터,20184865,27482,2249,895386130,120117
20190530~20190530,0.0MHz,20188144,10969,723,305207100,44423
20190530~20190530,어벤져스: 엔드게임,20184889,5452,231,NULL,13810670
20190530~20190530,걸캅스,20184082,2919,319,NULL,1606737
20190530~20190530,교회오빠,20198597,2119,95,477810490,57883
20190530~20190530,나의 특별한 형제,20185784,1718,23,NULL,1468565
20190530~20190530,킹 오브 프리즘 –샤이니 세븐 스타즈- IV 루이x신x언노운,20191844,1629,44,12657490,1629
20190531~20190531,기생충,20183782,667826,8806,NULL,1245780
20190531~20190531,알라딘,20183867,123266,2724,NULL,1536234
20190531~20190531,악인전,20188941,46587,2156,NULL,3168028
20190531~20190531,고질라: 킹 오브 몬스터,20184865,37719,2057,1255820415,157836
20190531~20190531,0.0MHz,20188144,14921,735,438004540,59344
20190531~20190531,어벤져스: 엔드게임,20184889,8196,231,NULL,13818866
20190531~20190531,걸캅스,20184082,3845,315,NULL,1610582
20190531~20190531,교회오빠,20198597,1703,95,492119390,59586
20190531~20190531,어린 의뢰인,20199448,1670,244,1559640340,188548
20190531~20190531,롱 리브 더 킹: 목포 영웅,20198453,1666,8,10536000,1666
20190601~20190601,기생충,20183782,1126677,9907,NULL,2372457
20190601~20190601,알라딘,20183867,306026,3451,NULL,1842260
20190601~20190601,고질라: 킹 오브 몬스터,20184865,78285,1615,1994106788,236121
20190601~20190601,악인전,20188941,62886,1628,NULL,3230914
20190601~20190601,0.0MHz,20188144,25945,673,658800680,85289
20190601~20190601,어벤져스: 엔드게임,20184889,13071,207,NULL,13831937
20190601~20190601,피터팬: 후크 선장과 결투의 날,20192001,4394,157,39119000,5094
20190601~20190601,걸캅스,20184082,4258,215,NULL,1614840
20190601~20190601,어린 의뢰인,20199448,2725,189,1582108500,191273
20190601~20190601,교회오빠,20198597,2372,86,512607320,61958
20190602~20190602,기생충,20183782,994607,9820,NULL,3367064
20190602~20190602,알라딘,20183867,307739,3499,NULL,2149999
20190602~20190602,고질라: 킹 오브 몬스터,20184865,65031,1474,NULL,301152
20190602~20190602,악인전,20188941,49948,1477,NULL,3280862
20190602~20190602,0.0MHz,20188144,21792,634,846429270,107081
20190602~20190602,어벤져스: 엔드게임,20184889,11972,208,NULL,13843909
20190602~20190602,피터팬: 후크 선장과 결투의 날,20192001,4488,153,72734600,9582
20190602~20190602,걸캅스,20184082,3761,206,NULL,1618601
20190602~20190602,교회오빠,20198597,3441,93,541037680,65399
20190602~20190602,어린 의뢰인,20199448,2676,179,1605025120,193949
20190603~20190603,기생충,20183782,382497,9196,NULL,3749561
20190603~20190603,알라딘,20183867,81613,3038,NULL,2231612
20190603~20190603,악인전,20188941,19448,1605,NULL,3300310
20190603~20190603,고질라: 킹 오브 몬스터,20184865,13934,1483,NULL,315086
20190603~20190603,0.0MHz,20188144,6887,619,903382830,113968
20190603~20190603,어벤져스: 엔드게임,20184889,5067,237,NULL,13848976
20190603~20190603,걸캅스,20184082,1754,228,NULL,1620355
20190603~20190603,교회오빠,20198597,1582,106,553034900,66981
20190603~20190603,로켓맨,20198291,1148,5,13341000,1549
20190603~20190603,어린 의뢰인,20199448,693,170,1610040820,194642
20190604~20190604,기생충,20183782,348723,9193,NULL,4098284
20190604~20190604,알라딘,20183867,84798,3063,NULL,2316410
20190604~20190604,악인전,20188941,17653,1594,NULL,3317963
20190604~20190604,고질라: 킹 오브 몬스터,20184865,12937,1414,NULL,328023
20190604~20190604,0.0MHz,20188144,7087,604,961382330,121055
20190604~20190604,어벤져스: 엔드게임,20184889,5092,238,NULL,13854068
20190604~20190604,롱 리브 더 킹: 목포 영웅,20198453,2505,11,28737000,4171
20190604~20190604,천로역정: 천국을 찾아서,20190273,1820,9,78602500,11218
20190604~20190604,교회오빠,20198597,1810,111,566519130,68791
20190604~20190604,걸캅스,20184082,1487,221,NULL,1621842
20190605~20190605,기생충,20183782,425745,8068,NULL,4524029
20190605~20190605,엑스맨: 다크 피닉스,20182387,122589,3504,1069264560,122892
20190605~20190605,알라딘,20183867,113165,2770,NULL,2429575
20190605~20190605,로켓맨,20198291,11888,1752,110281820,13716
20190605~20190605,악인전,20188941,7881,598,NULL,3325844
20190605~20190605,고질라: 킹 오브 몬스터,20184865,4711,424,NULL,332734
20190605~20190605,어벤져스: 엔드게임,20184889,2888,98,NULL,13856956
20190605~20190605,롱 리브 더 킹: 목포 영웅,20198453,2777,12,53475000,6948
20190605~20190605,0.0MHz,20188144,2390,153,979794660,123445
20190605~20190605,나의 특별한 형제,20185784,1553,13,NULL,1472139
20190606~20190606,기생충,20183782,831646,7975,NULL,5355675
20190606~20190606,알라딘,20183867,373559,3738,NULL,2803134
20190606~20190606,엑스맨: 다크 피닉스,20182387,246306,4165,NULL,369198
20190606~20190606,이웃집 토토로,19880001,35234,595,313177740,38119
20190606~20190606,로켓맨,20198291,19372,1252,281947930,33088
20190606~20190606,빅샤크2: 해저2만리,20199063,18294,420,155147380,20201
20190606~20190606,고질라: 킹 오브 몬스터,20184865,6428,159,NULL,339162
20190606~20190606,악인전,20188941,6148,172,NULL,3331992
20190606~20190606,어벤져스: 엔드게임,20184889,5247,70,NULL,13862203
20190606~20190606,폴라로이드,20191342,3330,212,30272660,3481
20190607~20190607,기생충,20183782,519720,7877,NULL,5875395
20190607~20190607,알라딘,20183867,284945,4132,NULL,3088079
20190607~20190607,엑스맨: 다크 피닉스,20182387,117857,3742,NULL,487055
20190607~20190607,이웃집 토토로,19880001,17270,609,454036440,55389
20190607~20190607,로켓맨,20198291,11332,1166,381635976,44420
20190607~20190607,빅샤크2: 해저2만리,20199063,8156,342,214793830,28357
20190607~20190607,악인전,20188941,4561,184,NULL,3336553
20190607~20190607,고질라: 킹 오브 몬스터,20184865,4558,176,NULL,343720
20190607~20190607,어벤져스: 엔드게임,20184889,4137,74,NULL,13866340
20190607~20190607,0.0MHz,20188144,2179,107,1019781960,128623
20190608~20190608,기생충,20183782,637591,7958,NULL,6512986
20190608~20190608,알라딘,20183867,415310,5241,NULL,3503389
20190608~20190608,엑스맨: 다크 피닉스,20182387,139931,3132,NULL,626986
20190608~20190608,이웃집 토토로,19880001,22107,690,635733460,77496
20190608~20190608,로켓맨,20198291,14317,979,509904643,58737
20190608~20190608,빅샤크2: 해저2만리,20199063,8125,376,275006020,36482
20190608~20190608,악인전,20188941,5545,157,NULL,3342098
20190608~20190608,고질라: 킹 오브 몬스터,20184865,5179,168,NULL,348899
20190608~20190608,어벤져스: 엔드게임,20184889,4979,80,NULL,13871319
20190608~20190608,0.0MHz,20188144,2807,104,1041791260,131430
20190609~20190609,기생충,20183782,509134,7736,NULL,7022120
20190609~20190609,알라딘,20183867,396151,5263,NULL,3899540
20190609~20190609,엑스맨: 다크 피닉스,20182387,110193,2930,NULL,737179
20190609~20190609,이웃집 토토로,19880001,23717,684,831216810,101213
20190609~20190609,로켓맨,20198291,13714,892,631262273,72451
20190609~20190609,빅샤크2: 해저2만리,20199063,7707,360,333298130,44189
20190609~20190609,악인전,20188941,4556,158,NULL,3346654
20190609~20190609,어벤져스: 엔드게임,20184889,4011,79,NULL,13875330
20190609~20190609,고질라: 킹 오브 몬스터,20184865,3963,160,NULL,352862
20190609~20190609,0.0MHz,20188144,2092,98,1058297060,133522
20190610~20190610,기생충,20183782,194662,7287,NULL,7216782
20190610~20190610,알라딘,20183867,109402,4366,NULL,4008942
20190610~20190610,엑스맨: 다크 피닉스,20182387,31156,2764,NULL,768335
20190610~20190610,로켓맨,20198291,7873,1064,695198833,80324
20190610~20190610,이웃집 토토로,19880001,4666,545,869052570,105879
20190610~20190610,악인전,20188941,2614,216,NULL,3349268
20190610~20190610,어벤져스: 엔드게임,20184889,1932,93,NULL,13877262
20190610~20190610,롱 리브 더 킹: 목포 영웅,20198453,1063,7,63042000,8011
20190610~20190610,고질라: 킹 오브 몬스터,20184865,1028,159,NULL,353890
20190610~20190610,요로나의 저주,20183454,1000,4,1784935221,202756
20190611~20190611,기생충,20183782,157774,7251,NULL,7374556
20190611~20190611,알라딘,20183867,104428,4422,NULL,4113370
20190611~20190611,엑스맨: 다크 피닉스,20182387,24967,2674,NULL,793302
20190611~20190611,로켓맨,20198291,8181,1039,761987023,88505
20190611~20190611,이웃집 토토로,19880001,4966,533,907431240,110845
20190611~20190611,맨 인 블랙: 인터내셔널,20196657,3140,8,36660000,3140
20190611~20190611,악인전,20188941,2185,215,NULL,3351453
20190611~20190611,어벤져스: 엔드게임,20184889,1607,90,NULL,13878869
20190611~20190611,롱 리브 더 킹: 목포 영웅,20198453,1378,6,74400000,9389
20190611~20190611,빅샤크2: 해저2만리,20199063,1207,148,345586690,46183
20190612~20190612,기생충,20183782,146216,5604,NULL,7520772
20190612~20190612,맨 인 블랙: 인터내셔널,20196657,115203,5626,1008037390,118343
20190612~20190612,알라딘,20183867,102436,3849,NULL,4215806
20190612~20190612,엑스맨: 다크 피닉스,20182387,11453,1235,NULL,804755
20190612~20190612,이웃집 토토로,19880001,3429,365,934285870,114274
20190612~20190612,로켓맨,20198291,2408,284,781728913,90913
20190612~20190612,롱 리브 더 킹: 목포 영웅,20198453,2000,10,92400000,11389
20190612~20190612,어벤져스: 엔드게임,20184889,1168,80,NULL,13880037
20190612~20190612,교회오빠,20198597,1165,57,646764550,79000
20190612~20190612,악인전,20188941,1058,114,NULL,3352511
20190613~20190613,기생충,20183782,136195,5211,NULL,7656967
20190613~20190613,알라딘,20183867,103618,3701,NULL,4319424
20190613~20190613,맨 인 블랙: 인터내셔널,20196657,77956,5080,1669266600,196299
20190613~20190613,천로역정: 천국을 찾아서,20190273,8053,446,152563040,21176
20190613~20190613,엑스맨: 다크 피닉스,20182387,7833,937,NULL,812588
20190613~20190613,업사이드,20191401,5422,661,87133600,10706
20190613~20190613,세상을 바꾼 변호인,20190466,3867,355,45371300,5956
20190613~20190613,이웃집 토토로,19880001,2550,247,954379710,116824
20190613~20190613,롱 리브 더 킹: 목포 영웅,20198453,2550,9,105150000,13939
20190613~20190613,로켓맨,20198291,1653,212,794910813,92566
20190614~20190614,기생충,20183782,168192,5396,NULL,7825159
20190614~20190614,알라딘,20183867,165074,4286,NULL,4484498
20190614~20190614,맨 인 블랙: 인터내셔널,20196657,101672,4847,NULL,297971
20190614~20190614,엑스맨: 다크 피닉스,20182387,8865,872,NULL,821453
20190614~20190614,천로역정: 천국을 찾아서,20190273,7030,458,210479240,28206
20190614~20190614,업사이드,20191401,5457,607,136233500,16163
20190614~20190614,이웃집 토토로,19880001,3267,262,981890370,120091
20190614~20190614,세상을 바꾼 변호인,20190466,3139,345,71825910,9095
20190614~20190614,로켓맨,20198291,1748,228,810858913,94314
20190614~20190614,어벤져스: 엔드게임,20184889,1617,81,NULL,13882843
20190615~20190615,알라딘,20183867,427943,5635,NULL,4912441
20190615~20190615,기생충,20183782,279036,5408,NULL,8104195
20190615~20190615,맨 인 블랙: 인터내셔널,20196657,188674,4283,NULL,486645
20190615~20190615,천로역정: 천국을 찾아서,20190273,24061,593,401852450,52267
20190615~20190615,엑스맨: 다크 피닉스,20182387,12464,694,NULL,833917
20190615~20190615,이웃집 토토로,19880001,11092,381,1074635310,131183
20190615~20190615,업사이드,20191401,7241,464,201150800,23404
20190615~20190615,세상을 바꾼 변호인,20190466,4143,283,107091640,13238
20190615~20190615,엘리펀트킹 덤보,20190793,2855,241,31912560,4211
20190615~20190615,어벤져스: 엔드게임,20184889,2670,78,NULL,13885513
20190616~20190616,알라딘,20183867,413326,5737,NULL,5325767
20190616~20190616,기생충,20183782,241608,5297,NULL,8345803
20190616~20190616,맨 인 블랙: 인터내셔널,20196657,151156,4101,NULL,637801
20190616~20190616,천로역정: 천국을 찾아서,20190273,25526,583,602886030,77793
20190616~20190616,엑스맨: 다크 피닉스,20182387,11206,683,NULL,845123
20190616~20190616,이웃집 토토로,19880001,11189,401,1167697530,142372
20190616~20190616,업사이드,20191401,6840,444,262416100,30244
20190616~20190616,세상을 바꾼 변호인,20190466,3867,277,139578330,17105
20190616~20190616,엘리펀트킹 덤보,20190793,2326,240,50434360,6537
20190616~20190616,어벤져스: 엔드게임,20184889,2300,76,NULL,13887813
20190617~20190617,알라딘,20183867,131239,4908,NULL,5457006
20190617~20190617,기생충,20183782,105206,5240,NULL,8451009
20190617~20190617,맨 인 블랙: 인터내셔널,20196657,42644,3887,NULL,680445
20190617~20190617,천로역정: 천국을 찾아서,20190273,7617,489,661305130,85410
20190617~20190617,엑스맨: 다크 피닉스,20182387,5252,748,NULL,850375
20190617~20190617,업사이드,20191401,3589,499,290887000,33833
20190617~20190617,세상을 바꾼 변호인,20190466,2892,311,161335550,19997
20190617~20190617,이웃집 토토로,19880001,2116,265,1184785620,144488
20190617~20190617,어벤져스: 엔드게임,20184889,1275,76,NULL,13889088
20190617~20190617,로켓맨,20198291,1126,189,860318613,99829
20190618~20190618,알라딘,20183867,132540,4968,NULL,5589546
20190618~20190618,기생충,20183782,100700,5214,NULL,8551709
20190618~20190618,맨 인 블랙: 인터내셔널,20196657,39523,3745,NULL,719968
20190618~20190618,천로역정: 천국을 찾아서,20190273,8820,497,726670500,94230
20190618~20190618,엑스맨: 다크 피닉스,20182387,5044,723,NULL,855419
20190618~20190618,업사이드,20191401,3634,484,319160900,37467
20190618~20190618,비스트,20182585,3198,14,31005000,3445
20190618~20190618,세상을 바꾼 변호인,20190466,2752,309,182038280,22749
20190618~20190618,이웃집 토토로,19880001,2473,280,1204469690,146961
